Date, Min, Max,Weekly Average minimum Temperature,Weekly  Average Maximum Temperature
3/1/50,20,39,14.33,48.42
3/2/50,8,23,14.33,48.42
3/3/50,1,17,14.33,48.42
3/4/50,-3,27,14.33,48.42
3/5/50,12,45,14.33,48.42
3/6/50,13,40,14.33,48.42
3/7/50,10,40,14.33,48.42
3/8/50,26,56,16.81,50.62
3/9/50,13,55,16.81,50.62
3/10/50,12,29,16.81,50.62
3/11/50,13,30,16.81,50.62
3/12/50,25,49,16.81,50.62
3/13/50,23,31,16.81,50.62
3/14/50,19,35,16.81,50.62
3/15/50,14,42,17.43,51.71
3/16/50,19,36,17.43,51.71
3/17/50,18,37,17.43,51.71
3/18/50,22,35,17.43,51.71
3/19/50,18,44,17.43,51.71
3/20/50,24,52,17.43,51.71
3/21/50,29,40,17.43,51.71
3/22/50,20,46,19.9,61.52
3/23/50,35,45,19.9,61.52
3/24/50,34,44,19.9,61.52
3/25/50,33,47,19.9,61.52
3/26/50,26,53,19.9,61.52
3/27/50,34,41,19.9,61.52
3/28/50,39,63,19.9,61.52
3/29/50,41,71,19.9,61.52
3/30/50,27,45,19.9,61.52
3/31/50,19,44,19.9,61.52
4/1/50,21,56,24.76,64.28
4/2/50,35,57,24.76,64.28
4/3/50,34,59,24.76,64.28
4/4/50,49,77,24.76,64.28
4/5/50,42,63,24.76,64.28
4/6/50,27,43,24.76,64.28
4/7/50,23,45,24.76,64.28
4/8/50,28,50,27.57,65.71
4/9/50,23,45,27.57,65.71
4/10/50,27,50,27.57,65.71
4/11/50,22,45,27.57,65.71
4/12/50,36,53,27.57,65.71
4/13/50,29,46,27.57,65.71
4/14/50,35,50,27.57,65.71
4/15/50,32,49,29.95,71.24
4/16/50,32,62,29.95,71.24
4/17/50,32,67,29.95,71.24
4/18/50,44,74,29.95,71.24
4/19/50,35,63,29.95,71.24
4/20/50,45,60,29.95,71.24
4/21/50,42,59,29.95,71.24
4/22/50,35,53,32.71,74.24
4/23/50,32,51,32.71,74.24
4/24/50,34,60,32.71,74.24
4/25/50,27,60,32.71,74.24
4/26/50,35,46,32.71,74.24
4/27/50,33,65,32.71,74.24
4/28/50,43,60,32.71,74.24
4/29/50,35,45,32.71,74.24
4/30/50,30,64,32.71,74.24
5/1/50,41,47,34.38,75.14
5/2/50,38,70,34.38,75.14
5/3/50,40,64,34.38,75.14
5/4/50,48,70,34.38,75.14
5/5/50,47,55,34.38,75.14
5/6/50,49,83,34.38,75.14
5/7/50,43,75,34.38,75.14
5/8/50,34,57,38.14,79.62
5/9/50,37,72,38.14,79.62
5/10/50,47,63,38.14,79.62
5/11/50,52,66,38.14,79.62
5/12/50,45,73,38.14,79.62
5/13/50,42,79,38.14,79.62
5/14/50,40,65,38.14,79.62
5/15/50,40,62,38.29,81.48
5/16/50,45,59,38.29,81.48
5/17/50,47,67,38.29,81.48
5/18/50,46,57,38.29,81.48
5/19/50,44,49,38.29,81.48
5/20/50,37,65,38.29,81.48
5/21/50,37,77,38.29,81.48
5/22/50,33,73,38.09,83.42
5/23/50,41,75,38.09,83.42
5/24/50,51,72,38.09,83.42
5/25/50,54,72,38.09,83.42
5/26/50,52,76,38.09,83.42
5/27/50,43,74,38.09,83.42
5/28/50,41,69,38.09,83.42
5/29/50,53,68,38.09,83.42
5/30/50,58,66,38.09,83.42
5/31/50,60,76,38.09,83.42
6/1/50,56,70,45.28,85.85
6/2/50,50,80,45.28,85.85
6/3/50,61,83,45.28,85.85
6/4/50,51,71,45.28,85.85
6/5/50,47,77,45.28,85.85
6/6/50,47,87,45.28,85.85
6/7/50,56,91,45.28,85.85
6/8/50,63,92,46.09,86.33
6/9/50,65,92,46.09,86.33
6/10/50,65,89,46.09,86.33
6/11/50,54,75,46.09,86.33
6/12/50,42,77,46.09,86.33
6/13/50,52,80,46.09,86.33
6/14/50,50,77,46.09,86.33
6/15/50,59,83,47.04,87.38
6/16/50,53,82,47.04,87.38
6/17/50,50,76,47.04,87.38
6/18/50,45,74,47.04,87.38
6/19/50,42,65,47.04,87.38
6/20/50,53,80,47.04,87.38
6/21/50,60,81,47.04,87.38
6/22/50,47,78,49.24,90.85
6/23/50,56,91,49.24,90.85
6/24/50,65,89,49.24,90.85
6/25/50,58,86,49.24,90.85
6/26/50,60,84,49.24,90.85
6/27/50,61,75,49.24,90.85
6/28/50,53,77,49.24,90.85
6/29/50,55,84,49.24,90.85
6/30/50,63,83,49.24,90.85
3/1/51,20,25,14.33,48.42
3/2/51,21,40,14.33,48.42
3/3/51,20,34,14.33,48.42
3/4/51,29,37,14.33,48.42
3/5/51,26,48,14.33,48.42
3/6/51,21,52,14.33,48.42
3/7/51,32,63,14.33,48.42
3/8/51,32,46,16.81,50.62
3/9/51,21,34,16.81,50.62
3/10/51,20,34,16.81,50.62
3/11/51,25,43,16.81,50.62
3/12/51,32,54,16.81,50.62
3/13/51,33,40,16.81,50.62
3/14/51,34,43,16.81,50.62
3/15/51,37,43,17.43,51.71
3/16/51,34,50,17.43,51.71
3/17/51,32,46,17.43,51.71
3/18/51,32,44,17.43,51.71
3/19/51,33,42,17.43,51.71
3/20/51,30,50,17.43,51.71
3/21/51,28,49,17.43,51.71
3/22/51,28,39,19.9,61.52
3/23/51,21,46,19.9,61.52
3/24/51,38,53,19.9,61.52
3/25/51,30,46,19.9,61.52
3/26/51,24,36,19.9,61.52
3/27/51,16,49,19.9,61.52
3/28/51,33,67,19.9,61.52
3/29/51,35,50,19.9,61.52
3/30/51,41,51,19.9,61.52
3/31/51,40,51,19.9,61.52
4/1/51,35,62,24.76,64.28
4/2/51,40,46,24.76,64.28
4/3/51,37,56,24.76,64.28
4/4/51,34,52,24.76,64.28
4/5/51,29,53,24.76,64.28
4/6/51,35,62,24.76,64.28
4/7/51,44,64,24.76,64.28
4/8/51,43,60,27.57,65.71
4/9/51,38,56,27.57,65.71
4/10/51,40,65,27.57,65.71
4/11/51,41,53,27.57,65.71
4/12/51,38,61,27.57,65.71
4/13/51,41,62,27.57,65.71
4/14/51,40,56,27.57,65.71
4/15/51,41,62,29.95,71.24
4/16/51,38,57,29.95,71.24
4/17/51,35,52,29.95,71.24
4/18/51,32,55,29.95,71.24
4/19/51,40,63,29.95,71.24
4/20/51,36,58,29.95,71.24
4/21/51,28,57,29.95,71.24
4/22/51,32,60,32.71,74.24
4/23/51,43,61,32.71,74.24
4/24/51,34,64,32.71,74.24
4/25/51,46,59,32.71,74.24
4/26/51,44,70,32.71,74.24
4/27/51,33,62,32.71,74.24
4/28/51,41,69,32.71,74.24
4/29/51,49,75,32.71,74.24
4/30/51,46,69,32.71,74.24
5/1/51,33,75,34.38,75.14
5/2/51,38,77,34.38,75.14
5/3/51,33,57,34.38,75.14
5/4/51,41,60,34.38,75.14
5/5/51,33,68,34.38,75.14
5/6/51,36,63,34.38,75.14
5/7/51,47,68,34.38,75.14
5/8/51,43,73,38.14,79.62
5/9/51,47,83,38.14,79.62
5/10/51,45,66,38.14,79.62
5/11/51,35,50,38.14,79.62
5/12/51,44,67,38.14,79.62
5/13/51,38,63,38.14,79.62
5/14/51,31,75,38.14,79.62
5/15/51,48,89,38.29,81.48
5/16/51,57,90,38.29,81.48
5/17/51,46,67,38.29,81.48
5/18/51,38,61,38.29,81.48
5/19/51,35,69,38.29,81.48
5/20/51,50,73,38.29,81.48
5/21/51,62,82,38.29,81.48
5/22/51,63,87,38.09,83.42
5/23/51,54,82,38.09,83.42
5/24/51,42,54,38.09,83.42
5/25/51,47,55,38.09,83.42
5/26/51,42,78,38.09,83.42
5/27/51,52,67,38.09,83.42
5/28/51,55,70,38.09,83.42
5/29/51,52,67,38.09,83.42
5/30/51,51,67,38.09,83.42
5/31/51,53,80,38.09,83.42
6/1/51,53,90,45.28,85.85
6/2/51,59,81,45.28,85.85
6/3/51,59,70,45.28,85.85
6/4/51,58,82,45.28,85.85
6/5/51,49,67,45.28,85.85
6/6/51,46,73,45.28,85.85
6/7/51,43,70,45.28,85.85
6/8/51,38,75,46.09,86.33
6/9/51,44,75,46.09,86.33
6/10/51,50,65,46.09,86.33
6/11/51,50,66,46.09,86.33
6/12/51,50,74,46.09,86.33
6/13/51,44,75,46.09,86.33
6/14/51,50,55,46.09,86.33
6/15/51,50,55,47.04,87.38
6/16/51,55,70,47.04,87.38
6/17/51,56,79,47.04,87.38
6/18/51,56,80,47.04,87.38
6/19/51,55,88,47.04,87.38
6/20/51,63,87,47.04,87.38
6/21/51,63,82,47.04,87.38
6/22/51,57,79,49.24,90.85
6/23/51,60,74,49.24,90.85
6/24/51,63,87,49.24,90.85
6/25/51,63,84,49.24,90.85
6/26/51,52,78,49.24,90.85
6/27/51,60,80,49.24,90.85
6/28/51,58,72,49.24,90.85
6/29/51,57,71,49.24,90.85
6/30/51,60,78,49.24,90.85
3/1/52,13,31,14.33,48.42
3/2/52,8,36,14.33,48.42
3/3/52,12,37,14.33,48.42
3/4/52,17,37,14.33,48.42
3/5/52,31,35,14.33,48.42
3/6/52,31,38,14.33,48.42
3/7/52,32,35,14.33,48.42
3/8/52,29,36,16.81,50.62
3/9/52,29,41,16.81,50.62
3/10/52,30,41,16.81,50.62
3/11/52,34,48,16.81,50.62
3/12/52,34,48,16.81,50.62
3/13/52,26,45,16.81,50.62
3/14/52,25,40,16.81,50.62
3/15/52,20,36,17.43,51.71
3/16/52,20,29,17.43,51.71
3/17/52,21,44,17.43,51.71
3/18/52,28,50,17.43,51.71
3/19/52,28,38,17.43,51.71
3/20/52,31,47,17.43,51.71
3/21/52,32,53,17.43,51.71
3/22/52,33,57,19.9,61.52
3/23/52,34,41,19.9,61.52
3/24/52,33,37,19.9,61.52
3/25/52,29,50,19.9,61.52
3/26/52,29,62,19.9,61.52
3/27/52,35,56,19.9,61.52
3/28/52,28,47,19.9,61.52
3/29/52,28,47,19.9,61.52
3/30/52,25,50,19.9,61.52
3/31/52,30,53,19.9,61.52
4/1/52,37,57,24.76,64.28
4/2/52,37,41,24.76,64.28
4/3/52,34,57,24.76,64.28
4/4/52,33,64,24.76,64.28
4/5/52,43,55,24.76,64.28
4/6/52,43,55,24.76,64.28
4/7/52,33,52,24.76,64.28
4/8/52,39,51,27.57,65.71
4/9/52,35,51,27.57,65.71
4/10/52,31,64,27.57,65.71
4/11/52,34,53,27.57,65.71
4/12/52,27,55,27.57,65.71
4/13/52,38,53,27.57,65.71
4/14/52,41,50,27.57,65.71
4/15/52,40,52,29.95,71.24
4/16/52,32,65,29.95,71.24
4/17/52,29,66,29.95,71.24
4/18/52,42,72,29.95,71.24
4/19/52,35,78,29.95,71.24
4/20/52,49,77,29.95,71.24
4/21/52,35,68,29.95,71.24
4/22/52,34,78,32.71,74.24
4/23/52,51,76,32.71,74.24
4/24/52,43,67,32.71,74.24
4/25/52,40,53,32.71,74.24
4/26/52,41,52,32.71,74.24
4/27/52,41,60,32.71,74.24
4/28/52,45,48,32.71,74.24
4/29/52,44,56,32.71,74.24
4/30/52,40,63,32.71,74.24
5/1/52,34,60,34.38,75.14
5/2/52,35,60,34.38,75.14
5/3/52,33,59,34.38,75.14
5/4/52,41,63,34.38,75.14
5/5/52,35,64,34.38,75.14
5/6/52,39,61,34.38,75.14
5/7/52,44,57,34.38,75.14
5/8/52,43,71,38.14,79.62
5/9/52,48,75,38.14,79.62
5/10/52,42,78,38.14,79.62
5/11/52,45,52,38.14,79.62
5/12/52,47,67,38.14,79.62
5/13/52,47,65,38.14,79.62
5/14/52,42,66,38.14,79.62
5/15/52,39,53,38.29,81.48
5/16/52,43,67,38.29,81.48
5/17/52,34,63,38.29,81.48
5/18/52,44,62,38.29,81.48
5/19/52,40,75,38.29,81.48
5/20/52,49,59,38.29,81.48
5/21/52,49,69,38.29,81.48
5/22/52,53,64,38.09,83.42
5/23/52,46,75,38.09,83.42
5/24/52,46,81,38.09,83.42
5/25/52,50,58,38.09,83.42
5/26/52,53,66,38.09,83.42
5/27/52,54,74,38.09,83.42
5/28/52,42,82,38.09,83.42
5/29/52,56,81,38.09,83.42
5/30/52,55,72,38.09,83.42
5/31/52,56,71,38.09,83.42
6/1/52,55,73,45.28,85.85
6/2/52,55,80,45.28,85.85
6/3/52,50,83,45.28,85.85
6/4/52,55,86,45.28,85.85
6/5/52,61,77,45.28,85.85
6/6/52,62,83,45.28,85.85
6/7/52,60,74,45.28,85.85
6/8/52,58,82,46.09,86.33
6/9/52,63,83,46.09,86.33
6/10/52,55,81,46.09,86.33
6/11/52,54,68,46.09,86.33
6/12/52,54,73,46.09,86.33
6/13/52,50,82,46.09,86.33
6/14/52,50,85,46.09,86.33
6/15/52,63,88,47.04,87.38
6/16/52,62,82,47.04,87.38
6/17/52,60,85,47.04,87.38
6/18/52,63,84,47.04,87.38
6/19/52,55,81,47.04,87.38
6/20/52,51,75,47.04,87.38
6/21/52,50,77,47.04,87.38
6/22/52,53,69,49.24,90.85
6/23/52,44,79,49.24,90.85
6/24/52,61,87,49.24,90.85
6/25/52,67,87,49.24,90.85
6/26/52,70,99,49.24,90.85
6/27/52,66,82,49.24,90.85
6/28/52,61,82,49.24,90.85
6/29/52,58,71,49.24,90.85
6/30/52,50,76,49.24,90.85
3/1/53,16,31,14.33,48.42
3/2/53,11,35,14.33,48.42
3/3/53,12,37,14.33,48.42
3/4/53,34,56,14.33,48.42
3/5/53,28,41,14.33,48.42
3/6/53,27,42,14.33,48.42
3/7/53,19,34,14.33,48.42
3/8/53,11,26,16.81,50.62
3/9/53,11,35,16.81,50.62
3/10/53,11,25,16.81,50.62
3/11/53,5,37,16.81,50.62
3/12/53,26,51,16.81,50.62
3/13/53,39,50,16.81,50.62
3/14/53,32,57,16.81,50.62
3/15/53,31,42,17.43,51.71
3/16/53,39,51,17.43,51.71
3/17/53,36,45,17.43,51.71
3/18/53,29,54,17.43,51.71
3/19/53,33,44,17.43,51.71
3/20/53,33,43,17.43,51.71
3/21/53,33,54,17.43,51.71
3/22/53,29,61,19.9,61.52
3/23/53,35,69,19.9,61.52
3/24/53,46,64,19.9,61.52
3/25/53,45,55,19.9,61.52
3/26/53,45,63,19.9,61.52
3/27/53,42,48,19.9,61.52
3/28/53,42,50,19.9,61.52
3/29/53,34,45,19.9,61.52
3/30/53,43,48,19.9,61.52
3/31/53,45,54,19.9,61.52
4/1/53,45,56,24.76,64.28
4/2/53,45,50,24.76,64.28
4/3/53,37,63,24.76,64.28
4/4/53,32,67,24.76,64.28
4/5/53,40,58,24.76,64.28
4/6/53,34,57,24.76,64.28
4/7/53,42,48,24.76,64.28
4/8/53,42,60,27.57,65.71
4/9/53,38,65,27.57,65.71
4/10/53,44,56,27.57,65.71
4/11/53,42,60,27.57,65.71
4/12/53,39,54,27.57,65.71
4/13/53,32,46,27.57,65.71
4/14/53,32,38,27.57,65.71
4/15/53,32,56,29.95,71.24
4/16/53,30,50,29.95,71.24
4/17/53,39,59,29.95,71.24
4/18/53,37,45,29.95,71.24
4/19/53,36,44,29.95,71.24
4/20/53,33,46,29.95,71.24
4/21/53,36,50,29.95,71.24
4/22/53,35,66,32.71,74.24
4/23/53,50,72,32.71,74.24
4/24/53,43,69,32.71,74.24
4/25/53,48,58,32.71,74.24
4/26/53,45,53,32.71,74.24
4/27/53,45,61,32.71,74.24
4/28/53,40,54,32.71,74.24
4/29/53,38,60,32.71,74.24
4/30/53,44,67,32.71,74.24
5/1/53,38,50,34.38,75.14
5/2/53,37,43,34.38,75.14
5/3/53,37,58,34.38,75.14
5/4/53,35,75,34.38,75.14
5/5/53,55,62,34.38,75.14
5/6/53,46,78,34.38,75.14
5/7/53,54,71,34.38,75.14
5/8/53,54,71,38.14,79.62
5/9/53,53,79,38.14,79.62
5/10/53,52,86,38.14,79.62
5/11/53,52,89,38.14,79.62
5/12/53,48,85,38.14,79.62
5/13/53,54,76,38.14,79.62
5/14/53,50,61,38.14,79.62
5/15/53,49,55,38.29,81.48
5/16/53,47,73,38.29,81.48
5/17/53,50,58,38.29,81.48
5/18/53,50,81,38.29,81.48
5/19/53,55,79,38.29,81.48
5/20/53,53,77,38.29,81.48
5/21/53,49,72,38.29,81.48
5/22/53,47,72,38.09,83.42
5/23/53,53,70,38.09,83.42
5/24/53,43,75,38.09,83.42
5/25/53,45,75,38.09,83.42
5/26/53,41,69,38.09,83.42
5/27/53,47,69,38.09,83.42
5/28/53,50,65,38.09,83.42
5/29/53,47,67,38.09,83.42
5/30/53,40,62,38.09,83.42
5/31/53,36,69,38.09,83.42
6/1/53,45,76,45.28,85.85
6/2/53,47,76,45.28,85.85
6/3/53,44,72,45.28,85.85
6/4/53,46,73,45.28,85.85
6/5/53,59,80,45.28,85.85
6/6/53,70,92,45.28,85.85
6/7/53,59,79,45.28,85.85
6/8/53,53,78,46.09,86.33
6/9/53,54,84,46.09,86.33
6/10/53,52,78,46.09,86.33
6/11/53,47,71,46.09,86.33
6/12/53,46,73,46.09,86.33
6/13/53,45,69,46.09,86.33
6/14/53,45,68,46.09,86.33
6/15/53,42,80,47.04,87.38
6/16/53,50,81,47.04,87.38
6/17/53,53,78,47.04,87.38
6/18/53,59,81,47.04,87.38
6/19/53,61,87,47.04,87.38
6/20/53,67,95,47.04,87.38
6/21/53,61,88,47.04,87.38
6/22/53,59,89,49.24,90.85
6/23/53,63,85,49.24,90.85
6/24/53,52,80,49.24,90.85
6/25/53,48,84,49.24,90.85
6/26/53,64,95,49.24,90.85
6/27/53,65,90,49.24,90.85
6/28/53,57,90,49.24,90.85
6/29/53,63,89,49.24,90.85
6/30/53,57,91,49.24,90.85
3/1/54,38,47,14.33,48.42
3/2/54,32,53,14.33,48.42
3/3/54,26,52,14.33,48.42
3/4/54,20,41,14.33,48.42
3/5/54,19,33,14.33,48.42
3/6/54,22,32,14.33,48.42
3/7/54,24,49,14.33,48.42
3/8/54,31,45,16.81,50.62
3/9/54,26,47,16.81,50.62
3/10/54,29,51,16.81,50.62
3/11/54,23,41,16.81,50.62
3/12/54,16,42,16.81,50.62
3/13/54,26,33,16.81,50.62
3/14/54,30,33,16.81,50.62
3/15/54,24,35,17.43,51.71
3/16/54,21,40,17.43,51.71
3/17/54,25,45,17.43,51.71
3/18/54,26,43,17.43,51.71
3/19/54,27,55,17.43,51.71
3/20/54,39,65,17.43,51.71
3/21/54,26,43,17.43,51.71
3/22/54,23,45,19.9,61.52
3/23/54,31,53,19.9,61.52
3/24/54,28,55,19.9,61.52
3/25/54,34,42,19.9,61.52
3/26/54,40,64,19.9,61.52
3/27/54,28,47,19.9,61.52
3/28/54,21,52,19.9,61.52
3/29/54,36,67,19.9,61.52
3/30/54,26,36,19.9,61.52
3/31/54,27,39,19.9,61.52
4/1/54,29,43,24.76,64.28
4/2/54,26,52,24.76,64.28
4/3/54,16,45,24.76,64.28
4/4/54,15,36,24.76,64.28
4/5/54,21,44,24.76,64.28
4/6/54,37,57,24.76,64.28
4/7/54,46,65,24.76,64.28
4/8/54,42,67,27.57,65.71
4/9/54,32,51,27.57,65.71
4/10/54,32,56,27.57,65.71
4/11/54,43,64,27.57,65.71
4/12/54,35,58,27.57,65.71
4/13/54,34,64,27.57,65.71
4/14/54,40,58,27.57,65.71
4/15/54,39,57,29.95,71.24
4/16/54,39,42,29.95,71.24
4/17/54,42,61,29.95,71.24
4/18/54,38,70,29.95,71.24
4/19/54,44,70,29.95,71.24
4/20/54,37,86,29.95,71.24
4/21/54,50,85,29.95,71.24
4/22/54,45,83,32.71,74.24
4/23/54,53,63,32.71,74.24
4/24/54,39,57,32.71,74.24
4/25/54,39,68,32.71,74.24
4/26/54,45,62,32.71,74.24
4/27/54,39,50,32.71,74.24
4/28/54,38,46,32.71,74.24
4/29/54,33,74,32.71,74.24
4/30/54,41,76,32.71,74.24
5/1/54,45,82,34.38,75.14
5/2/54,46,58,34.38,75.14
5/3/54,42,51,34.38,75.14
5/4/54,43,47,34.38,75.14
5/5/54,43,46,34.38,75.14
5/6/54,43,49,34.38,75.14
5/7/54,44,63,34.38,75.14
5/8/54,39,49,38.14,79.62
5/9/54,45,63,38.14,79.62
5/10/54,44,55,38.14,79.62
5/11/54,43,60,38.14,79.62
5/12/54,44,60,38.14,79.62
5/13/54,43,64,38.14,79.62
5/14/54,38,70,38.14,79.62
5/15/54,37,69,38.29,81.48
5/16/54,45,67,38.29,81.48
5/17/54,53,75,38.29,81.48
5/18/54,46,74,38.29,81.48
5/19/54,51,70,38.29,81.48
5/20/54,50,63,38.29,81.48
5/21/54,48,51,38.29,81.48
5/22/54,48,64,38.09,83.42
5/23/54,47,61,38.09,83.42
5/24/54,47,68,38.09,83.42
5/25/54,46,74,38.09,83.42
5/26/54,49,75,38.09,83.42
5/27/54,41,73,38.09,83.42
5/28/54,54,76,38.09,83.42
5/29/54,56,85,38.09,83.42
5/30/54,56,79,38.09,83.42
5/31/54,51,83,38.09,83.42
6/1/54,60,89,45.28,85.85
6/2/54,59,75,45.28,85.85
6/3/54,58,76,45.28,85.85
6/4/54,55,69,45.28,85.85
6/5/54,52,74,45.28,85.85
6/6/54,49,65,45.28,85.85
6/7/54,57,71,45.28,85.85
6/8/54,54,70,46.09,86.33
6/9/54,52,71,46.09,86.33
6/10/54,51,74,46.09,86.33
6/11/54,56,85,46.09,86.33
6/12/54,54,83,46.09,86.33
6/13/54,57,81,46.09,86.33
6/14/54,56,67,46.09,86.33
6/15/54,54,59,47.04,87.38
6/16/54,47,69,47.04,87.38
6/17/54,43,70,47.04,87.38
6/18/54,43,79,47.04,87.38
6/19/54,55,82,47.04,87.38
6/20/54,52,90,47.04,87.38
6/21/54,65,92,47.04,87.38
6/22/54,69,93,49.24,90.85
6/23/54,63,76,49.24,90.85
6/24/54,58,83,49.24,90.85
6/25/54,60,87,49.24,90.85
6/26/54,66,82,49.24,90.85
6/27/54,59,82,49.24,90.85
6/28/54,55,72,49.24,90.85
6/29/54,57,66,49.24,90.85
6/30/54,58,69,49.24,90.85
3/1/55,37,45,14.33,48.42
3/2/55,35,49,14.33,48.42
3/3/55,26,39,14.33,48.42
3/4/55,16,32,14.33,48.42
3/5/55,16,30,14.33,48.42
3/6/55,29,36,14.33,48.42
3/7/55,18,32,14.33,48.42
3/8/55,14,30,16.81,50.62
3/9/55,19,44,16.81,50.62
3/10/55,28,55,16.81,50.62
3/11/55,36,62,16.81,50.62
3/12/55,33,52,16.81,50.62
3/13/55,34,50,16.81,50.62
3/14/55,28,46,16.81,50.62
3/15/55,28,49,17.43,51.71
3/16/55,38,51,17.43,51.71
3/17/55,26,37,17.43,51.71
3/18/55,24,32,17.43,51.71
3/19/55,22,38,17.43,51.71
3/20/55,18,48,17.43,51.71
3/21/55,30,40,17.43,51.71
3/22/55,31,39,19.9,61.52
3/23/55,34,40,19.9,61.52
3/24/55,30,56,19.9,61.52
3/25/55,30,46,19.9,61.52
3/26/55,32,38,19.9,61.52
3/27/55,23,35,19.9,61.52
3/28/55,23,36,19.9,61.52
3/29/55,21,47,19.9,61.52
3/30/55,29,59,19.9,61.52
3/31/55,31,62,19.9,61.52
4/1/55,42,62,24.76,64.28
4/2/55,36,68,24.76,64.28
4/3/55,35,47,24.76,64.28
4/4/55,36,58,24.76,64.28
4/5/55,33,68,24.76,64.28
4/6/55,39,52,24.76,64.28
4/7/55,37,55,24.76,64.28
4/8/55,31,47,27.57,65.71
4/9/55,27,59,27.57,65.71
4/10/55,45,75,27.57,65.71
4/11/55,45,75,27.57,65.71
4/12/55,35,52,27.57,65.71
4/13/55,41,51,27.57,65.71
4/14/55,44,72,27.57,65.71
4/15/55,55,73,29.95,71.24
4/16/55,36,59,29.95,71.24
4/17/55,32,51,29.95,71.24
4/18/55,35,70,29.95,71.24
4/19/55,40,55,29.95,71.24
4/20/55,40,65,29.95,71.24
4/21/55,43,55,29.95,71.24
4/22/55,45,51,32.71,74.24
4/23/55,45,65,32.71,74.24
4/24/55,42,51,32.71,74.24
4/25/55,41,43,32.71,74.24
4/26/55,40,42,32.71,74.24
4/27/55,40,46,32.71,74.24
4/28/55,40,49,32.71,74.24
4/29/55,44,48,32.71,74.24
4/30/55,36,65,32.71,74.24
5/1/55,42,76,34.38,75.14
5/2/55,45,73,34.38,75.14
5/3/55,50,78,34.38,75.14
5/4/55,51,85,34.38,75.14
5/5/55,43,69,34.38,75.14
5/6/55,42,64,34.38,75.14
5/7/55,41,70,34.38,75.14
5/8/55,50,64,38.14,79.62
5/9/55,41,60,38.14,79.62
5/10/55,35,68,38.14,79.62
5/11/55,45,69,38.14,79.62
5/12/55,41,73,38.14,79.62
5/13/55,45,76,38.14,79.62
5/14/55,47,70,38.14,79.62
5/15/55,40,70,38.29,81.48
5/16/55,47,80,38.29,81.48
5/17/55,41,58,38.29,81.48
5/18/55,38,74,38.29,81.48
5/19/55,46,76,38.29,81.48
5/20/55,39,76,38.29,81.48
5/21/55,47,81,38.29,81.48
5/22/55,54,87,38.09,83.42
5/23/55,65,83,38.09,83.42
5/24/55,65,87,38.09,83.42
5/25/55,66,90,38.09,83.42
5/26/55,58,74,38.09,83.42
5/27/55,55,69,38.09,83.42
5/28/55,49,78,38.09,83.42
5/29/55,60,90,38.09,83.42
5/30/55,63,77,38.09,83.42
5/31/55,59,77,38.09,83.42
6/1/55,53,73,45.28,85.85
6/2/55,50,62,45.28,85.85
6/3/55,48,67,45.28,85.85
6/4/55,44,64,45.28,85.85
6/5/55,53,64,45.28,85.85
6/6/55,54,80,45.28,85.85
6/7/55,51,61,45.28,85.85
6/8/55,45,55,46.09,86.33
6/9/55,47,61,46.09,86.33
6/10/55,45,79,46.09,86.33
6/11/55,53,75,46.09,86.33
6/12/55,53,66,46.09,86.33
6/13/55,57,77,46.09,86.33
6/14/55,58,70,46.09,86.33
6/15/55,57,82,47.04,87.38
6/16/55,58,86,47.04,87.38
6/17/55,56,83,47.04,87.38
6/18/55,57,92,47.04,87.38
6/19/55,65,90,47.04,87.38
6/20/55,65,85,47.04,87.38
6/21/55,61,74,47.04,87.38
6/22/55,60,84,49.24,90.85
6/23/55,64,89,49.24,90.85
6/24/55,60,74,49.24,90.85
6/25/55,56,77,49.24,90.85
6/26/55,59,78,49.24,90.85
6/27/55,55,80,49.24,90.85
6/28/55,56,83,49.24,90.85
6/29/55,58,90,49.24,90.85
6/30/55,65,92,49.24,90.85
3/1/56,10,38,14.33,48.42
3/2/56,32,46,14.33,48.42
3/3/56,38,50,14.33,48.42
3/4/56,32,43,14.33,48.42
3/5/56,29,43,14.33,48.42
3/6/56,32,36,14.33,48.42
3/7/56,31,36,14.33,48.42
3/8/56,25,36,16.81,50.62
3/9/56,25,34,16.81,50.62
3/10/56,25,43,16.81,50.62
3/11/56,31,49,16.81,50.62
3/12/56,34,42,16.81,50.62
3/13/56,30,38,16.81,50.62
3/14/56,32,34,16.81,50.62
3/15/56,23,40,17.43,51.71
3/16/56,15,29,17.43,51.71
3/17/56,13,28,17.43,51.71
3/18/56,0,34,17.43,51.71
3/19/56,17,25,17.43,51.71
3/20/56,13,40,17.43,51.71
3/21/56,8,48,17.43,51.71
3/22/56,10,52,19.9,61.52
3/23/56,31,44,19.9,61.52
3/24/56,18,35,19.9,61.52
3/25/56,11,30,19.9,61.52
3/26/56,21,40,19.9,61.52
3/27/56,18,42,19.9,61.52
3/28/56,19,44,19.9,61.52
3/29/56,15,44,19.9,61.52
3/30/56,30,38,19.9,61.52
3/31/56,27,44,19.9,61.52
4/1/56,28,49,24.76,64.28
4/2/56,25,52,24.76,64.28
4/3/56,35,42,24.76,64.28
4/4/56,37,47,24.76,64.28
4/5/56,34,58,24.76,64.28
4/6/56,32,65,24.76,64.28
4/7/56,37,43,24.76,64.28
4/8/56,32,40,27.57,65.71
4/9/56,31,44,27.57,65.71
4/10/56,28,51,27.57,65.71
4/11/56,28,54,27.57,65.71
4/12/56,28,53,27.57,65.71
